"type","date","hour","no2_mean","no2_sd"
"Back",2018-03-16,12,17.5,2.12132034355964
"Back",2018-03-16,13,13,2.82842712474619
"Back",2018-03-16,14,14,1.4142135623731
"Back",2018-03-16,15,15.5,3.53553390593274
"Back",2018-03-16,16,15,1.4142135623731
"Back",2018-03-16,17,15,1.4142135623731
"Back",2018-03-16,18,18.5,0.707106781186548
"Back",2018-03-16,19,27,0
"Back",2018-03-16,20,35,4.24264068711928
"Back",2018-03-16,21,26.5,3.53553390593274
"Back",2018-03-16,22,23.5,2.12132034355964
"Back",2018-03-16,23,27,1.4142135623731
"Back",2018-03-17,0,28.5,0.707106781186548
"Back",2018-03-17,1,24,1.4142135623731
"Back",2018-03-17,2,20,0
"Back",2018-03-17,3,19.5,2.12132034355964
"Back",2018-03-17,4,19,1.4142135623731
"Back",2018-03-17,5,18,0
"Back",2018-03-17,6,22.5,0.707106781186548
"Back",2018-03-17,7,30,0
"Back",2018-03-17,8,34,2.82842712474619
"Back",2018-03-17,9,31.5,2.12132034355964
"Back",2018-03-17,10,30.5,0.707106781186548
"Back",2018-03-17,11,34.5,3.53553390593274
"Back",2018-03-17,12,32,2.82842712474619
"Back",2018-03-17,13,30.5,4.94974746830583
"Back",2018-03-17,14,31,0
"Back",2018-03-17,15,30.5,2.12132034355964
"Back",2018-03-17,16,36.5,0.707106781186548
"Back",2018-03-17,17,45.5,2.12132034355964
"Back",2018-03-17,18,47.5,2.12132034355964
"Back",2018-03-17,19,42.5,4.94974746830583
"Back",2018-03-17,20,41.5,3.53553390593274
"Back",2018-03-17,21,29.5,3.53553390593274
"Back",2018-03-17,22,30,1.4142135623731
"Back",2018-03-17,23,30.5,3.53553390593274
"Back",2018-03-18,0,31.5,4.94974746830583
"Back",2018-03-18,1,31.5,4.94974746830583
"Back",2018-03-18,2,30.5,0.707106781186548
"Back",2018-03-18,3,32,0
"Back",2018-03-18,4,29,7.07106781186548
"Back",2018-03-18,5,31.5,6.36396103067893
"Back",2018-03-18,6,35,5.65685424949238
"Back",2018-03-18,7,30.5,2.12132034355964
"Back",2018-03-18,8,41.5,0.707106781186548
"Back",2018-03-18,9,30,2.82842712474619
"Back",2018-03-18,10,42,1.4142135623731
"Back",2018-03-18,11,48.5,0.707106781186548
"Back",2018-03-18,12,51,0
"Back",2018-03-18,13,53,0
"Back",2018-03-18,14,51.5,0.707106781186548
"Back",2018-03-18,15,48.5,4.94974746830583
"Back",2018-03-18,16,45,1.4142135623731
"Back",2018-03-18,17,47,1.4142135623731
"Back",2018-03-18,18,53.5,0.707106781186548
"Back",2018-03-18,19,56,8.48528137423857
"Back",2018-03-18,20,60,1.4142135623731
"Back",2018-03-18,21,60.5,3.53553390593274
"Back",2018-03-18,22,56,4.24264068711928
"Back",2018-03-18,23,41,2.82842712474619
"Back",2018-03-19,0,35,2.82842712474619
"Back",2018-03-19,1,35,2.82842712474619
"Back",2018-03-19,2,32,4.24264068711928
"Back",2018-03-19,3,26,2.82842712474619
"Back",2018-03-19,4,21.5,0.707106781186548
"Back",2018-03-19,5,21.5,0.707106781186548
"Back",2018-03-19,6,24,0
"Back",2018-03-19,7,33,0
"Back",2018-03-19,8,42,1.4142135623731
"Back",2018-03-19,9,42.5,0.707106781186548
"Back",2018-03-19,10,50.5,3.53553390593274
"Back",2018-03-19,11,33,12.7279220613579
"Back",2018-03-19,12,26.5,9.19238815542512
"Back",2018-03-19,13,24,7.07106781186548
"Back",2018-03-19,14,23.5,3.53553390593274
"Back",2018-03-19,15,25,5.65685424949238
"Back",2018-03-19,16,27,1.4142135623731
"Back",2018-03-19,17,27.5,6.36396103067893
"Back",2018-03-19,18,27,4.24264068711928
"Back",2018-03-19,19,30,4.24264068711928
"Back",2018-03-19,20,26.5,0.707106781186548
"Back",2018-03-19,21,23.5,3.53553390593274
"Back",2018-03-19,22,19.5,4.94974746830583
"Back",2018-03-19,23,16.5,3.53553390593274
"Back",2018-03-20,0,15,2.82842712474619
"Back",2018-03-20,1,12,1.4142135623731
"Back",2018-03-20,2,12,1.4142135623731
"Back",2018-03-20,3,10,1.4142135623731
"Back",2018-03-20,4,9,0
"Back",2018-03-20,5,9.5,0.707106781186548
"Back",2018-03-20,6,11.5,3.53553390593274
"Back",2018-03-20,7,18.5,4.94974746830583
"Back",2018-03-20,8,27.5,7.77817459305202
"Back",2018-03-20,9,21,4.24264068711928
"Back",2018-03-20,10,17,5.65685424949238
"Back",2018-03-20,11,17.5,3.53553390593274
"Back",2018-03-20,12,14,2.82842712474619
"Back",2018-03-20,13,14,5.65685424949238
"Back",2018-03-20,14,14,2.82842712474619
"Back",2018-03-20,15,14.5,3.53553390593274
"Back",2018-03-20,16,15.5,2.12132034355964
"Back",2018-03-20,17,17.5,2.12132034355964
"Back",2018-03-20,18,21,4.24264068711928
"Back",2018-03-20,19,20,4.24264068711928
"Back",2018-03-20,20,17,7.07106781186548
"Back",2018-03-20,21,16.5,4.94974746830583
"Back",2018-03-20,22,17.5,4.94974746830583
"Back",2018-03-20,23,15,4.24264068711928
"Back",2018-03-21,0,14.5,3.53553390593274
"Back",2018-03-21,1,11,1.4142135623731
"Back",2018-03-21,2,7.5,0.707106781186548
"Back",2018-03-21,3,6,0
"Back",2018-03-21,4,6.5,0.707106781186548
"Back",2018-03-21,5,8.5,0.707106781186548
"Back",2018-03-21,6,10,0
"Back",2018-03-21,7,17,4.24264068711928
"Back",2018-03-21,8,24.5,6.36396103067893
"Back",2018-03-21,9,25,4.24264068711928
"Back",2018-03-21,10,24.5,6.36396103067893
"Back",2018-03-21,11,21.5,3.53553390593274
"Back",2018-03-21,12,19,2.82842712474619
"Back",2018-03-21,13,17,2.82842712474619
"Back",2018-03-21,14,18.5,4.94974746830583
"Back",2018-03-21,15,17.5,3.53553390593274
"Back",2018-03-21,16,24,4.24264068711928
"Back",2018-03-21,17,22.5,0.707106781186548
"Back",2018-03-21,18,20.5,2.12132034355964
"Back",2018-03-21,19,21.5,0.707106781186548
"Back",2018-03-21,20,30,0
"Back",2018-03-21,21,28,0
"Back",2018-03-21,22,31,1.4142135623731
"Back",2018-03-21,23,41,0
"Back",2018-03-22,0,42.5,0.707106781186548
"Back",2018-03-22,1,26.5,4.94974746830583
"Back",2018-03-22,2,25.5,0.707106781186548
"Back",2018-03-22,3,23,1.4142135623731
"Back",2018-03-22,4,20.5,4.94974746830583
"Back",2018-03-22,5,17.5,3.53553390593274
"Back",2018-03-22,6,20,2.82842712474619
"Back",2018-03-22,7,30,4.24264068711928
"Back",2018-03-22,8,36,1.4142135623731
"Back",2018-03-22,9,32,1.4142135623731
"Back",2018-03-22,10,33,0
"Back",2018-03-22,11,31.5,0.707106781186548
"Back",2018-03-22,12,33.5,2.12132034355964
"Back",2018-03-22,13,24.5,4.94974746830583
"Back",2018-03-22,14,22,4.24264068711928
"Back",2018-03-22,15,27,4.24264068711928
"Back",2018-03-22,16,29,1.4142135623731
"Back",2018-03-22,17,30.5,3.53553390593274
"Back",2018-03-22,18,34.5,2.12132034355964
"Back",2018-03-22,19,45,2.82842712474619
"Back",2018-03-22,20,52.5,2.12132034355964
"Back",2018-03-22,21,54,5.65685424949238
"Back",2018-03-22,22,50.5,9.19238815542512
"Back",2018-03-22,23,44.5,7.77817459305202
"Back",2018-03-23,0,45.5,3.53553390593274
"Back",2018-03-23,1,42,5.65685424949238
"Back",2018-03-23,2,32,4.24264068711928
"Back",2018-03-23,3,31.5,12.0208152801713
"Back",2018-03-23,4,26,8.48528137423857
"Back",2018-03-23,5,25.5,6.36396103067893
"Back",2018-03-23,6,29.5,2.12132034355964
"Back",2018-03-23,7,39,4.24264068711928
"Back",2018-03-23,8,48.5,0.707106781186548
"Back",2018-03-23,9,47,4.24264068711928
"Back",2018-03-23,10,50,0
"Back",2018-03-23,11,52.5,3.53553390593274
"Back",2018-03-23,12,44.5,3.53553390593274
"Back",2018-03-23,13,43.5,2.12132034355964
"Back",2018-03-23,14,43,2.82842712474619
"Back",2018-03-23,15,47,2.82842712474619
"Back",2018-03-23,16,35,4.24264068711928
"Back",2018-03-23,17,40.5,3.53553390593274
"Back",2018-03-23,18,41.5,2.12132034355964
"Back",2018-03-23,19,57,1.4142135623731
"Back",2018-03-23,20,60,7.07106781186548
"Back",2018-03-23,21,38.5,0.707106781186548
"Back",2018-03-23,22,43.5,4.94974746830583
"Back",2018-03-23,23,46,4.24264068711928
"Back",2018-03-24,0,37.5,2.12132034355964
"Back",2018-03-24,1,35.5,3.53553390593274
"Back",2018-03-24,2,41,4.24264068711928
"Back",2018-03-24,3,48,9.89949493661167
"Back",2018-03-24,4,64.5,2.12132034355964
"Back",2018-03-24,5,63.5,4.94974746830583
"Back",2018-03-24,6,60,14.142135623731
"Back",2018-03-24,7,58,8.48528137423857
"Back",2018-03-24,8,75.5,4.94974746830583
"Back",2018-03-24,9,76.5,6.36396103067893
"Back",2018-03-24,10,71,2.82842712474619
"Back",2018-03-24,11,57.5,3.53553390593274
"Back",2018-03-24,12,51.5,2.12132034355964
"Back",2018-03-24,13,50.5,3.53553390593274
"Back",2018-03-24,14,41,9.89949493661167
"Back",2018-03-24,15,37,5.65685424949238
"Back",2018-03-24,16,37,2.82842712474619
"Back",2018-03-24,17,42,7.07106781186548
"Back",2018-03-24,18,43,4.24264068711928
"Back",2018-03-24,19,44.5,6.36396103067893
"Back",2018-03-24,20,41.5,4.94974746830583
"Back",2018-03-24,21,38,2.82842712474619
"Back",2018-03-24,22,37,2.82842712474619
"Back",2018-03-24,23,40,2.82842712474619
"Back",2018-03-25,0,40,5.65685424949238
"Back",2018-03-25,1,36,2.82842712474619
"Back",2018-03-25,2,32,4.24264068711928
"Back",2018-03-25,3,28,1.4142135623731
"Back",2018-03-25,4,26,1.4142135623731
"Back",2018-03-25,5,24,2.82842712474619
"Back",2018-03-25,6,26.5,2.12132034355964
"Back",2018-03-25,7,30.5,3.53553390593274
"Back",2018-03-25,8,34,0
"Back",2018-03-25,9,40.5,0.707106781186548
"Back",2018-03-25,10,45,0
"Back",2018-03-25,11,44,4.24264068711928
"Back",2018-03-25,12,44.5,2.12132034355964
"Back",2018-03-25,13,44,1.4142135623731
"Back",2018-03-25,14,41.5,0.707106781186548
"Back",2018-03-25,15,42,2.82842712474619
"Back",2018-03-25,16,35.5,0.707106781186548
"Back",2018-03-25,17,35.5,3.53553390593274
"Back",2018-03-25,18,33.5,4.94974746830583
"Back",2018-03-25,19,35.5,2.12132034355964
"Back",2018-03-25,20,48.5,0.707106781186548
"Back",2018-03-25,21,67.5,0.707106781186548
"Back",2018-03-25,22,79.5,6.36396103067893
"Back",2018-03-25,23,82,1.4142135623731
"Back",2018-03-26,0,79.5,4.94974746830583
"Back",2018-03-26,1,75,4.24264068711928
"Back",2018-03-26,2,69.5,7.77817459305202
"Back",2018-03-26,3,61,7.07106781186548
"Back",2018-03-26,4,52.5,4.94974746830583
"Back",2018-03-26,5,46,4.24264068711928
"Back",2018-03-26,6,46.5,4.94974746830583
"Back",2018-03-26,7,55.5,2.12132034355964
"Back",2018-03-26,8,61,1.4142135623731
"Back",2018-03-26,9,66.5,0.707106781186548
"Back",2018-03-26,10,69.5,0.707106781186548
"Back",2018-03-26,11,73,1.4142135623731
"Back",2018-03-26,12,68,0
"Back",2018-03-26,13,58,4.24264068711928
"Back",2018-03-26,14,54.5,2.12132034355964
"Back",2018-03-26,15,44.5,6.36396103067893
"Back",2018-03-26,16,37,5.65685424949238
"Back",2018-03-26,17,40.5,4.94974746830583
"Back",2018-03-26,18,44.5,4.94974746830583
"Back",2018-03-26,19,47,7.07106781186548
"Back",2018-03-26,20,49.5,0.707106781186548
"Back",2018-03-26,21,64,2.82842712474619
"Back",2018-03-26,22,71.5,0.707106781186548
"Back",2018-03-26,23,80,5.65685424949238
"Back",2018-03-27,0,74.5,10.6066017177982
"Back",2018-03-27,1,78,1.4142135623731
"Back",2018-03-27,2,68.5,9.19238815542512
"Back",2018-03-27,3,63,7.07106781186548
"Back",2018-03-27,4,60,9.89949493661167
"Back",2018-03-27,5,58,9.89949493661167
"Back",2018-03-27,6,70,7.07106781186548
"Back",2018-03-27,7,73.5,4.94974746830583
"Back",2018-03-27,8,71.5,3.53553390593274
"Back",2018-03-27,9,72,0
"Back",2018-03-27,10,69.5,3.53553390593274
"Back",2018-03-27,11,67.5,0.707106781186548
"Back",2018-03-27,12,56.5,7.77817459305202
"Back",2018-03-27,13,44,5.65685424949238
"Back",2018-03-27,14,37.5,0.707106781186548
"Back",2018-03-27,15,33.5,0.707106781186548
"Back",2018-03-27,16,36.5,6.36396103067893
"Back",2018-03-27,17,34.5,7.77817459305202
"Back",2018-03-27,18,37.5,2.12132034355964
"Back",2018-03-27,19,39,5.65685424949238
"Back",2018-03-27,20,44.5,4.94974746830583
"Back",2018-03-27,21,45,5.65685424949238
"Back",2018-03-27,22,42,5.65685424949238
"Back",2018-03-27,23,33.5,2.12132034355964
"Back",2018-03-28,0,36,1.4142135623731
"Back",2018-03-28,1,39.5,7.77817459305202
"Back",2018-03-28,2,35.5,9.19238815542512
"Back",2018-03-28,3,20.5,3.53553390593274
"Back",2018-03-28,4,22.5,4.94974746830583
"Back",2018-03-28,5,31,1.4142135623731
"Back",2018-03-28,6,51,4.24264068711928
"Back",2018-03-28,7,56,2.82842712474619
"Back",2018-03-28,8,63,1.4142135623731
"Back",2018-03-28,9,56,4.24264068711928
"Back",2018-03-28,10,43.5,4.94974746830583
"Back",2018-03-28,11,34.5,2.12132034355964
"Back",2018-03-28,12,33.5,4.94974746830583
"Back",2018-03-28,13,26,5.65685424949238
"Back",2018-03-28,14,26,2.82842712474619
"Back",2018-03-28,15,29,4.24264068711928
"Back",2018-03-28,16,29.5,4.94974746830583
"Back",2018-03-28,17,27,5.65685424949238
"Back",2018-03-28,18,25.5,2.12132034355964
"Back",2018-03-28,19,30,2.82842712474619
"Back",2018-03-28,20,36.5,4.94974746830583
"Back",2018-03-28,21,47,0
"Back",2018-03-28,22,55,1.4142135623731
"Back",2018-03-28,23,57,4.24264068711928
"Back",2018-03-29,0,46,5.65685424949238
"Back",2018-03-29,1,30.5,3.53553390593274
"Back",2018-03-29,2,21.5,2.12132034355964
"Back",2018-03-29,3,29,5.65685424949238
"Back",2018-03-29,4,31,0
"Back",2018-03-29,5,25.5,0.707106781186548
"Back",2018-03-29,6,29,4.24264068711928
"Back",2018-03-29,7,33.5,0.707106781186548
"Back",2018-03-29,8,36,7.07106781186548
"Back",2018-03-29,9,43.5,4.94974746830583
"Back",2018-03-29,10,35.5,0.707106781186548
"Back",2018-03-29,11,34,8.48528137423857
"Back",2018-03-29,12,42.5,2.12132034355964
"Back",2018-03-29,13,39.5,3.53553390593274
"Back",2018-03-29,14,38,4.24264068711928
"Back",2018-03-29,15,35,7.07106781186548
"Back",2018-03-29,16,31.5,6.36396103067893
"Back",2018-03-29,17,27.5,2.12132034355964
"Back",2018-03-29,18,34,5.65685424949238
"Back",2018-03-29,19,36.5,0.707106781186548
"Back",2018-03-29,20,47,4.24264068711928
"Back",2018-03-29,21,38,0
"Back",2018-03-29,22,29.5,2.12132034355964
"Back",2018-03-29,23,46,2.82842712474619
"Back",2018-03-30,0,56.5,2.12132034355964
"Back",2018-03-30,1,60.5,0.707106781186548
"Back",2018-03-30,2,55.5,3.53553390593274
"Back",2018-03-30,3,50,5.65685424949238
"Back",2018-03-30,4,37.5,0.707106781186548
"Back",2018-03-30,5,39,4.24264068711928
"Back",2018-03-30,6,44,2.82842712474619
"Back",2018-03-30,7,49.5,0.707106781186548
"Back",2018-03-30,8,48.5,0.707106781186548
"Back",2018-03-30,9,46.5,3.53553390593274
"Back",2018-03-30,10,36,2.82842712474619
"Back",2018-03-30,11,32,4.24264068711928
"Back",2018-03-30,12,30,4.24264068711928
"Back",2018-03-30,13,29,2.82842712474619
"Back",2018-03-30,14,26.5,2.12132034355964
"Back",2018-03-30,15,26,4.24264068711928
"Back",2018-03-30,16,33,5.65685424949238
"Back",2018-03-30,17,32,8.48528137423857
"Back",2018-03-30,18,37.5,6.36396103067893
"Back",2018-03-30,19,34.5,3.53553390593274
"Back",2018-03-30,20,37.5,6.36396103067893
"Back",2018-03-30,21,31.5,3.53553390593274
"Back",2018-03-30,22,48,2.82842712474619
"Back",2018-03-30,23,61.5,2.12132034355964
"Back",2018-03-31,0,54,0
"Back",2018-03-31,1,54.5,0.707106781186548
"Back",2018-03-31,2,47,7.07106781186548
"Back",2018-03-31,3,35,8.48528137423857
"Back",2018-03-31,4,35,2.82842712474619
"Back",2018-03-31,5,26,4.24264068711928
"Back",2018-03-31,6,25,5.65685424949238
"Back",2018-03-31,7,42.5,2.12132034355964
"Back",2018-03-31,8,52,5.65685424949238
"Back",2018-03-31,9,55,1.4142135623731
"Back",2018-03-31,10,52.5,3.53553390593274
"Back",2018-03-31,11,45,5.65685424949238
"Back",2018-03-31,12,41,5.65685424949238
"Back",2018-03-31,13,32,4.24264068711928
"Back",2018-03-31,14,27,7.07106781186548
"Back",2018-03-31,15,25.5,4.94974746830583
"Back",2018-03-31,16,28,4.24264068711928
"Back",2018-03-31,17,27,7.07106781186548
"Back",2018-03-31,18,25,4.24264068711928
"Back",2018-03-31,19,30.5,0.707106781186548
"Back",2018-03-31,20,35.5,0.707106781186548
"Back",2018-03-31,21,49,4.24264068711928
"Back",2018-03-31,22,51.5,0.707106781186548
"Back",2018-03-31,23,42,4.24264068711928
"Back",2018-04-01,0,36.5,6.36396103067893
"Back",2018-04-01,1,32,0
"Back",2018-04-01,2,35,1.4142135623731
"Back",2018-04-01,3,34,2.82842712474619
"Back",2018-04-01,4,34.5,6.36396103067893
"Back",2018-04-01,5,47.5,7.77817459305202
"Back",2018-04-01,6,52,4.24264068711928
"Back",2018-04-01,7,52,1.4142135623731
"Back",2018-04-01,8,47.5,0.707106781186548
"Road",2018-01-01,1,39,18.3847763108502
"Road",2018-01-01,2,41.5,14.8492424049175
"Road",2018-01-01,3,41,15.556349186104
"Road",2018-01-01,4,41.5,14.8492424049175
"Road",2018-01-01,5,43.5,12.0208152801713
"Road",2018-01-01,6,45,9.89949493661167
"Road",2018-01-01,7,43.5,12.0208152801713
"Road",2018-01-01,8,47.5,6.36396103067893
"Road",2018-01-01,9,49,4.24264068711928
"Road",2018-01-01,10,41,15.556349186104
"Road",2018-01-01,11,34.5,24.7487373415292
"Road",2018-01-01,12,36,22.6274169979695
"Road",2018-01-01,13,32,28.2842712474619
"Road",2018-01-01,14,36.5,21.920310216783
"Road",2018-01-01,15,35.5,23.3345237791561
"Road",2018-01-01,16,36.5,21.920310216783
"Road",2018-01-01,17,39,18.3847763108502
"Road",2018-01-01,18,42.5,13.4350288425444
"Road",2018-01-01,19,48.5,4.94974746830583
"Road",2018-01-01,20,50,2.82842712474619
"Road",2018-01-01,21,54,2.82842712474619
"Road",2018-01-01,22,52.5,0.707106781186548
"Road",2018-01-01,23,54,2.82842712474619
"Road",2018-01-02,0,50,2.82842712474619
"Road",2018-01-02,1,51,1.4142135623731
"Road",2018-01-02,2,51.5,0.707106781186548
"Road",2018-01-02,3,54.5,3.53553390593274
"Road",2018-01-02,4,56,5.65685424949238
"Road",2018-01-02,5,56,5.65685424949238
"Road",2018-01-02,6,57.5,7.77817459305202
"Road",2018-01-02,7,58.5,9.19238815542512
"Road",2018-01-02,8,65,18.3847763108502
"Road",2018-01-02,9,67,21.2132034355964
"Road",2018-01-02,10,64,16.9705627484771
"Road",2018-01-02,11,49.5,3.53553390593274
"Road",2018-01-02,12,42.5,13.4350288425444
"Road",2018-01-02,13,39.5,17.6776695296637
"Road",2018-01-02,14,38,19.7989898732233
"Road",2018-01-02,15,36.5,21.920310216783
"Road",2018-01-02,16,36.5,21.920310216783
"Road",2018-01-02,17,41,15.556349186104
"Road",2018-01-02,18,45.5,9.19238815542512
"Road",2018-01-02,19,44.5,10.6066017177982
"Road",2018-01-02,20,40,16.9705627484771
"Road",2018-01-02,21,41,15.556349186104
"Road",2018-01-02,22,36.5,21.920310216783
"Road",2018-01-02,23,38.5,19.0918830920368
"Road",2018-01-03,0,33,26.8700576850888
"Road",2018-01-03,1,32,28.2842712474619
"Road",2018-01-03,2,32.5,27.5771644662754
"Road",2018-01-03,3,32.5,27.5771644662754
"Road",2018-01-03,4,31.5,28.9913780286484
"Road",2018-01-03,5,32,28.2842712474619
"Road",2018-01-03,6,37.5,20.5060966544099
"Road",2018-01-03,7,42,14.142135623731
"Road",2018-01-03,8,45,9.89949493661167
"Road",2018-01-03,9,45,9.89949493661167
"Road",2018-01-03,10,39,18.3847763108502
"Road",2018-01-03,11,37.5,20.5060966544099
"Road",2018-01-03,12,39.5,17.6776695296637
"Road",2018-01-03,13,37.5,20.5060966544099
"Road",2018-01-03,14,37,21.2132034355964
"Road",2018-01-03,15,37,21.2132034355964
"Road",2018-01-03,16,37,21.2132034355964
"Road",2018-01-03,17,39,18.3847763108502
"Road",2018-01-03,18,37,5.65685424949238
"Road",2018-01-03,19,36,1.4142135623731
"Road",2018-01-03,20,32,1.4142135623731
"Road",2018-01-03,21,32.5,2.12132034355964
"Road",2018-01-03,22,26.5,0.707106781186548
"Road",2018-01-03,23,18.5,2.12132034355964
"Road",2018-01-04,0,19,1.4142135623731
"Road",2018-01-04,1,19,1.4142135623731
"Road",2018-01-04,2,20,1.4142135623731
"Road",2018-01-04,3,20,1.4142135623731
"Road",2018-01-04,4,17,1.4142135623731
"Road",2018-01-04,5,14,0
"Road",2018-01-04,6,14.5,3.53553390593274
"Road",2018-01-04,7,26.5,7.77817459305202
"Road",2018-01-04,8,44,9.89949493661167
"Road",2018-01-04,9,47.5,13.4350288425444
"Road",2018-01-04,10,45,4.24264068711928
"Road",2018-01-04,11,37.5,0.707106781186548
"Road",2018-01-04,12,49.5,2.12132034355964
"Road",2018-01-04,13,44,1.4142135623731
"Road",2018-01-04,14,51,2.82842712474619
"Road",2018-01-04,15,53.5,2.12132034355964
"Road",2018-01-04,16,48.5,0.707106781186548
"Road",2018-01-04,17,60.5,6.36396103067893
"Road",2018-01-04,18,55.5,4.94974746830583
"Road",2018-01-04,19,54,1.4142135623731
"Road",2018-01-04,20,54.5,4.94974746830583
"Road",2018-01-04,21,56.5,9.19238815542512
"Road",2018-01-04,22,54,5.65685424949238
"Road",2018-01-04,23,53.5,14.8492424049175
"Road",2018-01-05,0,49,4.24264068711928
"Road",2018-01-05,1,53,4.24264068711928
"Road",2018-01-05,2,53,5.65685424949238
"Road",2018-01-05,3,51.5,3.53553390593274
"Road",2018-01-05,4,50,4.24264068711928
"Road",2018-01-05,5,53.5,6.36396103067893
"Road",2018-01-05,6,54.5,7.77817459305202
"Road",2018-01-05,7,53,9.89949493661167
"Road",2018-01-05,8,53.5,7.77817459305202
"Road",2018-01-05,9,59,11.3137084989848
"Road",2018-01-05,10,52.5,3.53553390593274
"Road",2018-01-05,11,57,0
"Road",2018-01-05,12,50,2.82842712474619
"Road",2018-01-05,13,63.5,0.707106781186548
"Road",2018-01-05,14,71.5,13.4350288425444
"Road",2018-01-05,15,53.5,0.707106781186548
"Road",2018-01-05,16,44,5.65685424949238
"Road",2018-01-05,17,39.5,0.707106781186548
"Road",2018-01-05,18,42,4.24264068711928
"Road",2018-01-05,19,45,2.82842712474619
"Road",2018-01-05,20,47,12.7279220613579
"Road",2018-01-05,21,54.5,4.94974746830583
"Road",2018-01-05,22,58,4.24264068711928
"Road",2018-01-05,23,59,4.24264068711928
"Road",2018-01-06,0,38,2.82842712474619
"Road",2018-01-06,1,19.5,0.707106781186548
"Road",2018-01-06,2,17.5,2.12132034355964
"Road",2018-01-06,3,19,1.4142135623731
"Road",2018-01-06,4,21,0
"Road",2018-01-06,5,25.5,2.12132034355964
"Road",2018-01-06,6,25.5,0.707106781186548
"Road",2018-01-06,7,27.5,3.53553390593274
"Road",2018-01-06,8,33,9.89949493661167
"Road",2018-01-06,9,38.5,4.94974746830583
"Road",2018-01-06,10,25.5,4.94974746830583
"Road",2018-01-06,11,26.5,0.707106781186548
"Road",2018-01-06,12,28.5,4.94974746830583
"Road",2018-01-06,13,35,2.82842712474619
"Road",2018-01-06,14,31.5,4.94974746830583
"Road",2018-01-06,15,35,4.24264068711928
"Road",2018-01-06,16,35,0
"Road",2018-01-06,17,40,5.65685424949238
"Road",2018-01-06,18,43.5,3.53553390593274
"Road",2018-01-06,19,52,1.4142135623731
"Road",2018-01-06,20,51,2.82842712474619
"Road",2018-01-06,21,60,2.82842712474619
"Road",2018-01-06,22,59,5.65685424949238
"Road",2018-01-06,23,57,7.07106781186548
"Road",2018-01-07,0,58.5,7.77817459305202
"Road",2018-01-07,1,64.5,7.77817459305202
"Road",2018-01-07,2,57.5,4.94974746830583
"Road",2018-01-07,3,57.5,6.36396103067893
"Road",2018-01-07,4,56,5.65685424949238
"Road",2018-01-07,5,54,7.07106781186548
"Road",2018-01-07,6,58,1.4142135623731
"Road",2018-01-07,7,56,0
"Road",2018-01-07,8,57.5,2.12132034355964
"Road",2018-01-07,9,52.5,2.12132034355964
"Road",2018-01-07,10,49,4.24264068711928
"Road",2018-01-07,11,38,1.4142135623731
"Road",2018-01-07,12,48.5,0.707106781186548
"Road",2018-01-07,13,53,7.07106781186548
"Road",2018-01-07,14,61.5,3.53553390593274
"Road",2018-01-07,15,59.5,6.36396103067893
"Road",2018-01-07,16,59,2.82842712474619
"Road",2018-01-07,17,56,2.82842712474619
"Road",2018-01-07,18,57.5,3.53553390593274
"Road",2018-01-07,19,55,2.82842712474619
"Road",2018-01-07,20,59.5,6.36396103067893
"Road",2018-01-07,21,59.5,2.12132034355964
"Road",2018-01-07,22,60.5,3.53553390593274
"Road",2018-01-07,23,63,4.24264068711928
"Road",2018-01-08,0,62,8.48528137423857
"Road",2018-01-08,1,59,8.48528137423857
"Road",2018-01-08,2,67.5,4.94974746830583
"Road",2018-01-08,3,60.5,2.12132034355964
"Road",2018-01-08,4,55.5,3.53553390593274
"Road",2018-01-08,5,54.5,3.53553390593274
"Road",2018-01-08,6,56,2.82842712474619
"Road",2018-01-08,7,55.5,0.707106781186548
"Road",2018-01-08,8,64,2.82842712474619
"Road",2018-01-08,9,65.5,4.94974746830583
"Road",2018-01-08,10,69.5,6.36396103067893
"Road",2018-01-08,11,64,1.4142135623731
"Road",2018-01-08,12,64,0
"Road",2018-01-08,13,63,0
"Road",2018-01-08,14,68,7.07106781186548
"Road",2018-01-08,15,76,8.48528137423857
"Road",2018-01-08,16,68,2.82842712474619
"Road",2018-01-08,17,60,5.65685424949238
"Road",2018-01-08,18,46.5,2.12132034355964
"Road",2018-01-08,19,53,1.4142135623731
"Road",2018-01-08,20,52,4.24264068711928
"Road",2018-01-08,21,38,1.4142135623731
"Road",2018-01-08,22,19,0
"Road",2018-01-08,23,17.5,0.707106781186548
"Road",2018-01-09,0,15.5,0.707106781186548
"Road",2018-01-09,1,13,0
"Road",2018-01-09,2,12,0
"Road",2018-01-09,3,12,1.4142135623731
"Road",2018-01-09,4,10,0
"Road",2018-01-09,5,10,0
"Road",2018-01-09,6,13,1.4142135623731
"Road",2018-01-09,7,23,7.07106781186548
"Road",2018-01-09,8,35.5,7.77817459305202
"Road",2018-01-09,9,26,8.48528137423857
"Road",2018-01-09,10,30,1.4142135623731
"Road",2018-01-09,11,21,0
"Road",2018-01-09,12,17,0
"Road",2018-01-09,13,20,1.4142135623731
"Road",2018-01-09,14,20.5,0.707106781186548
"Road",2018-01-09,15,19.5,0.707106781186548
"Road",2018-01-09,16,19.5,3.53553390593274
"Road",2018-01-09,17,24.5,0.707106781186548
"Road",2018-01-09,18,30,5.65685424949238
"Road",2018-01-09,19,28,4.24264068711928
"Road",2018-01-09,20,32,4.24264068711928
"Road",2018-01-09,21,31.5,7.77817459305202
